name,brand,category,description,image_url,rating,review_count
"OPI Nail Lacquer, Teal The Cows Come Home, 0.5 Oz",OPI,Premium Beauty > Premium Makeup > Premium Nail Polish & Care > Premium Nail Polish,,https://i5.walmartimages.com/asr/16f3dafc-2430-40ea-88b7-274df3089dee_1.1fd1c75374d2d0ee0107d591d497f8d1.png | https://i5.walmartimages.com/asr/8c1e7ec9-0f49-41f9-8d48-d5fe20837a98_1.f5e980320d50684ffcac93ecee7ce403.jpeg | https://i5.walmartimages.com/asr/1e92a1a5-8d8f-4c80-bf14-a71c105472a7_1.0ca181a3a3b83dc51974a76f98c4341f.jpeg,5.0,2.0
"Playtex Sport Plastic Tampons, Unscented, Regular/Super, 36 Ct",Playtex,Health > FSA and HSA Shop > FSA,"Only Playtex has a 360 design and FlexFit technology that moves the way you move. These are great tampons for swimming, biking, running, or whatever your activity of choice is. Playtex Sport Tampons Unscented feature 360 Sport Level Protection tampon designed to fit your body and its every move for a protective leakage barrier. With unique FlexFit interlocking Fibers, Playtex Sport tampons work quickly to Trap Leaks. The contoured applicator allows for comfortable, precise placement. Playtex Sport Tampons - Play On! Playtex Sport Plastic Tampons, Unscented, Regular/Super, 36 Ct: 360 Sport Level Protection tampon design to fit your body and its every move for a protective leakage barrier FlexFit interlocking fibers work quickly to trap leaks Contoured applicator for Comfortable, precise placement",https://i5.walmartimages.com/asr/ee5a74d1-c61a-405b-92b7-fb40e4d743e4_1.215e4a614d113304d98244ed2e6e6142.jpeg | https://i5.walmartimages.com/asr/76a6dd89-d482-422a-954f-1cf51add6411_1.4caae0c78e62035cf266ed8d12e37e76.jpeg | https://i5.walmartimages.com/asr/7627c675-bff4-4215-8bcc-f01d7bb900fa_1.634f7e56d0b471d97a3665e1991b660c.jpeg,0.0,24.0
"LOreal Paris Colour Riche Eye Pocket Palette Eye Shadow, Voilet Amour, 0.1 oz.",L'Oreal Paris,Beauty > Beauty by Top Brands > L'Oreal > L'Oreal Makeup,"LOreal Paris Colour Riche Pocket Palette is an eyeshadow quad that combines multiple finishes. Specially curated shade families for sophisticated looks and color statement. With finishes from shimmery to matte and shades from light to dark, these textures blend smoothly for easy application. Intense color payoff. Multi-finish, multi-color Sophisticated eye looks Shimmer eye shadow and matte eye shadow finishes Crease proof, all day color",https://i5.walmartimages.com/asr/20dff799-6d20-4d8f-9f69-b05b46c5ff2a_1.21551a44bbd6a6629084060d70f00bb4.jpeg | https://i5.walmartimages.com/asr/2d3e45f5-b73f-4b8c-a18d-e307e0dd0428_1.203336fdfd5cdbaa397ae06a0c2395f0.jpeg,4.1,19.0
Clove Leaf Essential Oil - 1 fl oz (30 ml) Glass Bottle w/ Euro Dropper - 100% Pure Essential Oil by GreenHealth,GreenHealth,Health > Aromatherapy > Essential Oils > Essential Oils,"Clove Leaf Essential Oil - by GreenHealth 100% Pure, Natural & Undiluted Botanical Name: Syzygium aromaticum Plant Part: Leaf Country of Origin: Indonesia Extraction Method: Steam Distilled Mixes well with: Bay, bergamot, clary sage, lavender and ylang-ylang. Properties Color: Light yellow Consistency: Medium Note: Middle Strength of Aroma: Strong Aromatic Scent: Spicy, warming but slightly bitter, and woody. Safety: Do not use while pregnant. It may be a possible irritant to sensitive skin. Can irritate mucous membranes, so when using a vaporizer or in a diffuser be sure to limit exposure. Do not use on a tooth that is currently being worked on by a dentist for root canal. Do not use in baths. Disclaimer: Please note, the International Federation of Aromatherapists do not recommend that Essential Oils, Carrier Oils, or Hydrosols be taken internally unless under the supervision of a Medical Doctor who is also qualified in clinical Aromatherapy. 100% pure, natural, and undiluted essential oil - by GreenHealth Volume: 1 fluid ounce (30 mL) Packaging: Amber glass bottle w/ euro dropper insert",https://i5.walmartimages.com/asr/c29506f6-4e86-46ac-8815-a32cfe401a91_1.6c835a91ef852f4c7db77aa76269fcfd.jpeg | https://i5.walmartimages.com/asr/12f2ec41-3f86-4a2f-a3c1-21c48c7daa9c_1.5a277a6620a7f503cf7915eef45791dc.jpeg,4.5,2.0
"ApotheCARE Essentials Vanilla, Argan Oil, Sweet Almond, Sulfate Free Moisturizing Body Wash, 16 oz",ApotheCARE Essentials,Personal Care > Bath & Body > Body Wash & Shower Gel,"At ApotheCARE Essentials, we create a modern, ?Neo-Apothecary? world where the pure essence of natural ingredients are revered and experienced through a proven, scientific approach to deliver optimized beauty solutions. What is the Advanced ApotheCARE Approach? Our scientists follow this three-step approach that is essential in crafting every product we make for both hair and skin care. 1. Precise Selection of signature natural ingredients, known for their hair and skin benefits. 2. Phyto-Extraction Technique to extract the core essences of six plants ? each recognized for a particular function. This unique blend incorporated into the foundation of each of our products consists of: Burdock known for balance & detox White Willow known for soothing properties Rosemary known for protection from the elements Ginkgo Biloba known for regeneration Sage known to purify Seabuckthorn known for revitalizing properties 3. Unique Slow Infusion Process to gradually infuse each ingredient into our products. Our beauty products are prepared for optimal results. Every batch is specially tailored to optimize both your hair and skin care routine for exceptional beauty. The Nourisher body wash, for very dry skin, provides deep moisture for nourished, soft skin. Experiencing is believing?discover more about our customized hair and skin cleansing collections at ApotheCAREEssentials.com. ApotheCARE Essentials Vanilla, Argan Oil, Sweet Almond, Sulfate Free Moisturizing Body Wash, 16 oz The Nourisher moisturizing body wash removes impurities while delivering concentrated hydration for very dry skin This vanilla body wash is infused with Natural Argan Oil of Morocco, Cold Pressed Sweet Almonds and hand pollinated Vanilla Our unique enriching body wash for women formula optimizes skin care, ensuring gentle cleansing for soft, smooth skin Inspired by nature and infused with potent ingredients, our paraben free body wash is dye free and has sulfate free cleansers Sulfate Free body wash designed for very dry skin Vanilla body wash also has delightful and indulgent fragrance notes of almond and orchid",https://i5.walmartimages.com/asr/5b28db39-2573-4a00-8ec4-cb9b19305d84_1.ed680fa39b56300e92ed3a4bb3d0571f.jpeg | https://i5.walmartimages.com/asr/72039dac-ddc8-4d52-b069-36a3a827009c_1.464f835d13446fde446e4add71f7be86.jpeg | https://i5.walmartimages.com/asr/381f884f-4a27-4404-9429-bc486568c129_1.c8dcd3cb3ea988db82372055ba4137b6.jpeg | https://i5.walmartimages.com/asr/0d267e8f-d682-4572-983a-1955871ee2f9_1.5a1fae56f582f3eace71405aeea39a13.jpeg | https://i5.walmartimages.com/asr/41037d10-d0f4-4a50-9cbe-860e47fa7332_1.03d7eaccf6fa16f90abd332582d6d138.jpeg | https://i5.walmartimages.com/asr/17f4a22d-a827-4352-9b6e-1fcaa8844dd2_1.f15191e57506047379d79c9314a0864c.jpeg | https://i5.walmartimages.com/asr/4fd692fa-d614-4bd1-809e-2f584462b40c_1.6d04c105067bf889944d63d22c3eba76.jpeg | https://i5.walmartimages.com/asr/7ee1504d-c34d-4eea-bbad-17e6dd0318e3_1.d4c486956d9dd9c1d9a138c3504bc2bb.jpeg | https://i5.walmartimages.com/asr/62638dd9-ebda-4075-a20c-c94268def9cb_1.5c35478a2c0122df451a16581fa0a18e.jpeg | https://i5.walmartimages.com/asr/4f6c9cff-86a2-44ab-81aa-e5a02c58e86e_1.19184778fa3c944e777d175908c04aab.jpeg | https://i5.walmartimages.com/asr/9fcad39c-7df5-46ef-951f-548bb8532af9_1.b84bdc7b741d0b131013f370c00e7c78.jpeg | https://i5.walmartimages.com/asr/ceccb068-3ce3-4333-835d-e8e8f07a796d_1.33942a01b82336389077df1aa60cacc0.jpeg | https://i5.walmartimages.com/asr/53b11278-b8ff-4dc0-8ca4-6cb7b2e59bc2_1.401c23b85534d765fa753108c44b22c0.jpeg | https://i5.walmartimages.com/asr/d9ebbec8-8460-4c78-8409-9205f66550c9_1.c1b24218aeec0f0392ebe4eca12e7936.jpeg | https://i5.walmartimages.com/asr/ff3b3a65-ab3c-4b44-aff3-dc6ccd000312_1.1bbe1411dbb5a5ce2e9f799ce9f6dad8.jpeg | https://i5.walmartimages.com/asr/fb525917-9acd-4e9b-95f5-72d72a23b160_1.ce69c29bce506cbedf76097a90f01de2.jpeg | https://i5.walmartimages.com/asr/996bb722-b4d1-4b6f-be29-d7d86bcb5514_1.7914aa82e63377f94ad1af3f477cf8c0.jpeg,4.7,200.0
"IBD Just Gel Nail Polish, Funny Bone, 0.5 Fluid Ounce",ibd,Beauty > Makeup > Nails,"IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove just gel polish easily in just 10 minutes with no mess and no fuss. IBD Just Gel Nail Polish, Funny Bone, 0.5 Fluid Ounce",https://i5.walmartimages.com/asr/924e137b-97bc-4c8f-ad7d-65158b559e00_1.d88d4a74baba39e5f409554cb7d20973.jpeg | https://i5.walmartimages.com/asr/061f3205-c42a-4b92-bd77-a0da4f149d28_1.09ed38c6a3fa88b56457d5fe6e250ef9.jpeg,0.0,0.0
Oster MX Pro Hair Clipp + 10 Piece Comb Set,Oster,Personal Care > Shaving > Hair Clippers > All Hair Clippers,".All-purpose high speed adjustable blade clipper Contoured body, easy to hold Ideal for all types of hair Approximately 000 to 1 adjustable steel blade Cuts through wet or dry hair Powerful magnetic motor delivers 7200 blade strokes per minute 4 combs included: #1 (1/8&quot - 3mm), #2 (1/4&quot - 6mm), #3 (3/8&quot - 9mm) and #4 (1/2&quot - 12mm)",https://i5.walmartimages.com/asr/ed932a8b-bc95-41c4-bae6-fc34453fb4b4_1.988895b3c4db9ab1e43900cbb581ec3d.jpeg,0.0,0.0
"Gain Flings Moonlight Breeze, 96 Ct Laundry Detergent Pacs",Gain,Household Essentials > Laundry > Liquid Laundry Detergent > Gain Liquid Laundry Detergent,"Gain flings! Laundry Detergent Pacs, Moonlight Breeze, 96 count: 3-in-1: detergent, Oxi Boost, and Febreze Freshness6 weeks of freshness from wash until wear50% more scent than Gain liquid laundry detergentWorks in all washing machines even in cold waterKeep out of reach of childrenLike any household detergent, keep away from children. *In-wear freshness of 1 large dose of Gain vs. 50 OZ bottle of leading baking soda detergent/scent. Gain Flings and Tide Pods are Americas favorite laundry pacs. 2x the cleaning ingredients vs Gain Original Scent liquid laundry detergent. 6 weeks of freshness from wash until wear. 50% more scent than Gain powder laundry detergent. Regular and HE Washer compatible. Dissolves in hot and cold water. &quotLike any household detergent, keep away from children. *In-wear freshness of 1 large dose of Gain vs. 50 OZ bottle of leading baking soda detergent/scent.&quot",https://i5.walmartimages.com/asr/49394087-694e-4ba1-a740-0d6deacf2f17.018e43ce7e879390e359bee04a042202.jpeg | https://i5.walmartimages.com/asr/ff24882d-dee4-4be9-8e32-416e2997a856_1.d3c96cd6058dc2ec384cad1b86011b9e.jpeg | https://i5.walmartimages.com/asr/1d669ac3-465d-4729-a881-d584ee836d14_1.7f7c27c0dc8a9a5c161cdb4116dc171d.jpeg | https://i5.walmartimages.com/asr/efeed77d-ec61-4143-be38-e29b63f8dbea_1.0f0ac7a2858e52b4ca7d4fb597cb9c4c.jpeg | https://i5.walmartimages.com/asr/7aae1f15-dbef-4971-9a6a-d5954edffbc2_1.0da07b49cb15418994cb5dea278c711a.jpeg | https://i5.walmartimages.com/asr/a70fe391-d39b-440a-8440-63b8bf482468.887d953ba032d1fa4385569f5e5c754f.jpeg | https://i5.walmartimages.com/asr/c80aa3b6-3b94-4d11-9c48-c14e40f9a6c1_1.3b0f6c165b9cf268acba6c0e200be83f.jpeg | https://i5.walmartimages.com/asr/b089a3fa-ff53-48d0-b98a-2f798480354e.07c8eb3a28387d488540944a59ef4785.jpeg | https://i5.walmartimages.com/asr/980fa835-b4f1-4516-99e3-ecac71caffbe_1.c7ff5214139c08d5d1a89d037181b1c5.jpeg | https://i5.walmartimages.com/asr/b0501c18-a140-4b99-b60e-f8bde5539be5_1.35ff4a1040afd4f3d8a6eda3ad4d6a4c.jpeg,4.6,373.0
Compagnie De Provence Liquid Marseille Soap Pink Grapefruit 300 ml,Compagnie de Provence,Premium Beauty > Premium Bath & Body > Premium Hand Soaps & Sanitizers,,https://i5.walmartimages.com/asr/eb250eb2-6f15-40c1-84e6-1ec008197aa3.5be8074b2450addbc1e58606fee8ae3e.jpeg | https://i5.walmartimages.com/asr/fd8d271b-e604-41f5-9f18-87cda85ab602.164b98b391f91a42345ddab56078b957.jpeg,0.0,0.0
"NOW Supplements, Silymarin Milk Thistle Extract 150 mg with Turmeric, Supports Liver Function*, 120 Veg Capsules",NOW,Health > Vitamins & Supplements > Supplements,"Silymarin (Silybum marianum), also known as milk thistle, has been used by traditional herbalists for centuries. Scientific studies have indicated that constituents in silymarin may help to support healthy liver function.* This vegetarian formula also includes turmeric for additional support.*GMP;Halal;Kosher (Triangle K);Non-GMO;UL Dietary Supplement Certification",https://i5.walmartimages.com/asr/f6d7b5a9-a04e-4405-af5b-73f9024a28d9_1.0d5e381cb3f88713c79f33de59c3f14b.jpeg | https://i5.walmartimages.com/asr/4343fbe5-3fbd-4939-adab-467e60da1202_1.c1764abb733d67a82032c31d344ff129.jpeg | https://i5.walmartimages.com/asr/a2dc8789-f3e3-430a-a9c9-3be76754424c_1.252b87c2468e0746777dc40a128f7fef.jpeg | https://i5.walmartimages.com/asr/018d388f-f91e-47db-80f0-ae008c7e5070_1.8fa1ef08fc43bd8ff470b00426cf89d7.jpeg | https://i5.walmartimages.com/asr/a4680fb3-57a5-491f-ae12-bcd32b051e2d_1.2143176063efd778cf5282a28d4a9f25.jpeg | https://i5.walmartimages.com/asr/d7425e6f-2d78-4439-be19-af0c84c839a3_1.3cca07e00187afcd8715d0aee1f8fc65.jpeg | https://i5.walmartimages.com/asr/43039912-ab54-4102-aad4-8223aae88036_1.04d1917e1098277c9e1bc37f90cee3d7.jpeg | https://i5.walmartimages.com/asr/d6e1444b-b072-47d0-9f77-c89b9ac1a383_1.827388ec5506426537651cab5413c709.jpeg | https://i5.walmartimages.com/asr/8c899a04-b847-4f93-a716-5f013b9f0dc2_1.782c2240c33713fc016f1a52984316f6.jpeg,5.0,3.0
Kidney & Bladder Support 120 tabs by Roex,Roex,Health > Superfoods & Cleanses > Kidney Cleanse,"The Bodys Natural Detoxifier Kidney and Bladder Support formula provides superior nutritional support that works to strengthen the bladder and promote healthy emptying, while replenishing the potassium lost during urination. This proprietary formula helps rid the tissues of excess fluid to detoxify the body. Additionally, it strengthens the bladder while replenishing the potassium lost through urination. Q. What is Kidney and Bladder Support? A. To help support the health and maintenance of your kidneys and bladder, Roex has designed an all-natural blend of herbal; extracts in a complete supplement with added potassium called Kidney and Bladder Support. Q. What are the benefits of Kidney and Bladder Support? A. This proprietary formula helps rid the tissues of excess fluid. Additionally, it strengthens the bladder, promoting normal emptying while replenishing the potassium lost though urination. Q. Who should take Kidney and Bladder Support? A. Kidney and Bladder Support is ideal for those who are looking to protect the kidney and bladder and improve overall urinary function.",https://i5.walmartimages.com/asr/d1509621-9fe9-401c-a318-b310de8eb125_1.ed88dc75a6abf6d0a4f4cd92b7777b0a.jpeg | https://i5.walmartimages.com/asr/dd53fc30-ace0-41ad-a155-6a19631ded48.4e87373e14b4e4dd40efe3ecfc54414b.jpeg,0.0,1.0
"Magic Shave Razorless Cream Shave, Light Fresh Scent, Regular Strength 6 oz",Magic,Personal Care > Shaving > Men's Shaving,"The Best Way to Get Rid of Razor Bumps is to Get Rid of the Razor!Helps Stop Razor Bumps! Razorless Cream Shave With a Light Fresh Scent For Normal Beards Formulated For Black Men Works in 4 Minutes* Lasts For 4 Days** Closer Shave than a Razor SoftSheen | Carson | Since 1901For over 100 years, Magic has been the leader in razorless shaving needs for men of all skin types. From traditional powders to cream shave to Bump Rescue daily cream treatment, the skin-conditioning formulas give smooth, bump-free skin. Magic Shave products feature rich ingredients such as aloe, vitamin E, shea and cocoa butter for maximum comfort and long-lasting results.*After 4 minutes, test a small area to ensure hair removes easily.  If hair does not remove easily, leave on for a few more minutes, but not to exceed 7 minutes.**Lasts up to four days.  Ingredients:  Water, Mineral Oil, Cetearyl Alcohol, Thioglycolic Acid, Calcium Hydroxide, Propylene Glycol, Ceteareth-20, Lithium Magnesium Sodium Silicate, Sodium Hydroxide, Fragrance, Ceteth-2, Shea Butter Do not use this product with a razor.  Do not wash face before using.  Read and follow all caution statements below prior to use and follow all directions.  Caution:  Contains Thioglycolate.  Follow directions carefully.  This product may cause skin irritation.  If skin is inflamed or has skin abrasions, facial sores or pustules, consult a dermatologist before using this product.  For external use only.  Avoid contact with eyes.  In case of contact with eyes, rinse immediately and thoroughly with water.  If irritation persists, consult a doctor.  Could cause permanent eye damage, including blindness.  Keep away from children.  You must conduct a sensitivity test prior to using this product.  Wait 24 hours before next Magic Cream Shave.  Wait 36 hours after using any razor or shaving powder.  Do not use after perspiring.  Do not wash face before use.  Do not use after prolonged sun exposure.  Do not use with any after shave product containing alcohol.  Only to be used to remove facial hair.  Timing is critical to avoid excessive irritation.  Keep container tightly sealed.The Best Way to Get Rid of Razor Bumps is to Get Rid of the Razor! Helps Stop Razor Bumps! Razorless Cream Shave With a Light Fresh Scent For Normal Beards Formulated For Black Men Works in 4 Minutes* Lasts For 4 Days** Closer Shave than a Razor SoftSheen | Carson | Since 1901For over 100 years, Magic has been the leader in razorless shaving needs for men of all skin types. From traditional powders to cream shave to Bump Rescue daily cream treatment, the skin-conditioning formulas give smooth, bump-free skin. Magic Shave products feature rich ingredients such as aloe, vitamin E, shea and cocoa butter for maximum comfort and long-lasting results. *After 4 minutes, test a small area to ensure hair removes easily.  If hair does not remove easily, leave on for a few more minutes, but not to exceed 7 minutes.**Lasts up to four days.  Ingredients:  Water, Mineral Oil, Cetearyl Alcohol, Thioglycolic Acid, Calcium Hydroxide, Propylene Glycol, Ceteareth-20, Lithium Magnesium Sodium Silicate, Sodium Hydroxide, Fragrance, Ceteth-2, Shea Butter Do not use this product with a razor.  Do not wash face before using.  Read and follow all caution statements below prior to use and follow all directions.  Caution:  Contains Thioglycolate.  Follow directions carefully.  This product may cause skin irritation.  If skin is inflamed or has skin abrasions, facial sores or pustules, consult a dermatologist before using this product.  For external use only.  Avoid contact with eyes.  In case of contact with eyes, rinse immediately and thoroughly with water.  If irritation persists, consult a doctor.  Could cause permanent eye damage, including blindness.  Keep away from children.  You must conduct a sensitivity test prior to using this product.  Wait 24 hours before next Magic Cream Shave.  Wait 36 hours after using any razor or shaving powder.  Do not use after perspiring.  Do not wash face before use.  Do not use after prolonged sun exposure.  Do not use with any after shave product containing alcohol.  Only to be used to remove facial hair.  Timing is critical to avoid excessive irritation.  Keep container tightly sealed.",https://i5.walmartimages.com/asr/bc22135d-692e-4270-917f-1d87ddff883b_1.037dcf2f5dc825684e88eb3fa9052aac.jpeg,4.2,26.0
"Hyaluronic Acid 2% + B5 30ml, Hydration support with hyaluronic acid. By The Ordinary",The Ordinary,Premium Beauty > Premium Facial Skincare > Premium Facial Treatments & Serums,,https://i5.walmartimages.com/asr/ad17052f-7d1c-49cd-ac26-eae38c8c8d42_1.f17336208fc2696913311b945476ec94.jpeg | https://i5.walmartimages.com/asr/751f10c2-a1b6-4c4c-b7a5-36e6ab4dfc24_1.8dedc5e9f6628ad0b5c7e41e8a1ea76f.jpeg | https://i5.walmartimages.com/asr/b351e5b6-12c6-4a03-9e15-c2c77f31c5ec_1.27e91f7e7b2518ff73771ef580fb910c.jpeg,0.0,0.0
"LOreal Oreor Creme 40 Volume Developer, 8 oz (Pack of 2)",L'Oreal Paris,Beauty > Hair Care > Hair Color > Hair Bleach,"Free Shipping Pack of 2 Pack of 2 for the UPC: 657201090134 LOreal Oreor 40-Volume Creme Developer mixes easily with chosen hair coloring product to provide permanent color change. Has a very strong lightening action without color deposit. Use 40 Volume for lifting action up to 4 levels or for use with lightening products. The rich, creamy formula gives you easy application and beautiful uniform results every time. Directions: Mix in Oreor Creme 40 Volume Developer in amount recommended in chosen hair coloring product instructions.Ingredients: Water, Hydrogen Peroxide, Cetearyl Alcohol, Trideceth-2 Carboxamide Mea, Ceteareth-30, Glycerin, Pentasodium Pentetate, Sodium Stannate, Tetrasodium Pyrophosphate",https://i5.walmartimages.com/asr/d8f91d83-4a81-4690-a96a-9061d6654156_1.894e38da777783ef1d4d5ae35d5a0341.jpeg,0.0,0.0
"Milani Eyeshadow Primer, [01] Nude 0.3 oz (Pack of 3)",Milani,Beauty > Makeup > Eye Makeup > Eye Makeup Brands > Milani Eye Makeup,"Pack of 3 Pack of 3 for the UPC: 717489420013 Intensifies and extends the wear of any shadow, over 8 hour wear. Lightweight, invisible finish Works on all skin tones Non-sticky texture Minimizes creasing A lightweight invisible finish works on all skin tones. The primer helps provide a seamless canvas for eyeshadow application and minimizes creasing throughout the day.  Makes any cream or powder eyeshadow long-wearing! Ingredients:  Isododecane, Talc, Cyclopentasiloxane, Disteardimonium Hectorite, Trimethylsiloxysilicate, Trihydroxystearin, Polyethylene, Triethylhexanoin, Sorbitan Sesquioleate, VP/Eicosene Copolymer, Dimethicone, Dipalmitoyl Hydroxyproline, Phenoxyethanol, Water, PEG 40 Stearate, Synthetic Beeswax, Propylene Carbonate, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Propylene Glycol, Dicaprylyl Ether, Panthenol, Ethylhexylglycerin, Algae Extract, Ammonium Glycyrrhizate, Ruscus Aculeatus Root Extract, Titanium Dioxide (CI 77891), Methylparaben, Calendula Officinalis Flower Extract, Centella Asiatica Extract, Xanthan Gum, Polyglyceryl 2 Dipolyhydroxystearate, May Contain (+/-):, Mica (CI 77019), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163)",https://i5.walmartimages.com/asr/8e3f0704-5ec4-4fc5-9fa3-1437ed096f3a_1.100973ae96e753ed8f04981df538f552.jpeg,0.0,0.0
"Max Factor for Women Panstik Foundation, #96 Bisque Ivory, 0.4 oz",Max Factor,Beauty > Makeup > Face Makeup > Face Makeup Brands > Max Factor Face Makeup,"Panstik Foundation has a rich, creamy texture, glides on easily and creates a perfect, dewy canvas for a great everyday foundation look. Ideal for on the go touch ups and great at covering blemishes and pigmentation. Max Factor for Women Panstik Foundation, #96 Bisque Ivory, 0.4 oz: Introduced by the design house of Max Factor Ideal for on the go touch ups and great at covering blemishes and pigmentation",https://i5.walmartimages.com/asr/2ee63428-6654-4bfb-8336-b04fa16a8f71_1.108625599daa5d0f66da42f4b6dc9f64.jpeg | https://i5.walmartimages.com/asr/5a6988f7-e517-4ec5-9392-63ea41f8e166_1.2649bb2102b7ad8b0326eb666b66914f.jpeg,4.4,125.0
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Pucker Up",Sally Hansen,Beauty > Nail Care > Nail Polish > Sally Hansen Nail Polish,"Sally Hansen Hard As Nails Xtreme Wear Nail Color offers xtreme shine and protection. Match your manicure to your mood! Fun, trendy shades - collect them all and change your nail polish as often as you like! An easy grip, easy glide brush is designed for complete control for quick and neat application. Size: 0.40 ounce. With patented micro-shine complex for reflective brilliance and Xtreme shine, Sally Hansen Hard as Nails Xtreme Wear Nail Polish gives the long-lasting protection and shine. Sally Hansen Hard As Nails Xtreme Wear Nail Color: Extreme protection and shine Patented with micro-shine complex for brilliance and shine Easy grip, easy glide brush for control Match your manicure to your mood Take it to the Xtreme",https://i5.walmartimages.com/asr/466282c1-a5fd-40e4-a6a7-acd46d8383e9_1.e33b8172db4a8ab6c93e8cff0a76f3ab.jpeg | https://i5.walmartimages.com/asr/eb6e9e00-2d1b-4513-a6ba-97363095bafd_1.90f0f507929595af1e8d1ded06ac7194.jpeg | https://i5.walmartimages.com/asr/b5b80e01-7019-4768-ac61-86f5cc018a95_1.ac81b74e3719325cc815b28203d0c127.jpeg | https://i5.walmartimages.com/asr/8fd69ca8-e975-4145-ae37-b1609e06b320_1.93eba311df2c6d0e20371990835dd018.jpeg,0.0,1873.0
Double Wear Infinite Waterproof Eyeliner - # 02 Espresso by Estee Lauder for Women - 0.01 oz Eyeliner,Estee Lauder,Premium Beauty > Premium Makeup > Premium Eyes > Premium Eyeliner,,https://i5.walmartimages.com/asr/06261c6d-07b3-41eb-ad94-709edd734d1d_1.0a18a328d3298ee589659c65e456db0c.jpeg | https://i5.walmartimages.com/asr/0066ab78-eab2-43f8-9cba-b3cb2679db70_1.05bb41c933d739d18499c13a1330294a.jpeg,0.0,0.0
"Every Man Jack Body Bar, Citrus, 7 oz",Every Man Jack,Personal Care > Bath & Body > Bar Soap,"Shea butter and organic aloe hydrate, vegetable base cleans, while glycerin helps retain skins moisture. Naturally derived essential oils refresh. Get seriously clean by scrubbing away dead skin with wheat bran in this fresh citrus scent option.Every Man Jack Body Bar, Citrus, 7 oz",https://i5.walmartimages.com/asr/aa2d0f5a-9c01-41dd-9cfe-2d2c1663f2c2_1.e2e8cae79806eb262c4ed30286e11bfc.jpeg | https://i5.walmartimages.com/asr/ea0402e4-aaf5-4b34-bc19-d7c0ff2757cb_2.aee882db702d14eb42b7d673a4d0f8a6.png | https://i5.walmartimages.com/asr/9ccdff57-513b-43ef-bb29-c72e5cdc82c3_1.ef05de4e30210851cc7035587bf97fb2.jpeg | https://i5.walmartimages.com/asr/9e47752b-64e3-4790-abf7-1d7ecd62d716_1.5316158034484df1fc20016d4c056bab.jpeg,5.0,1.0
Palmers Coconut Oil Formula Shine Serum Hair Polisher 6 oz (Pack of 3),Palmer's,Beauty > Hair Care > Conditioner > All Conditioner,"Pack of 3 Pack of 3 for the UPC: 010181033209 Heading Proven formula. Extraordinary results. Purpose Hair Care Manufacturer E.T. Browne Active Ingredients Isopropyl Myristate; Cyclopentasiloxane; Cyclotetrasiloxane; Dimethiconol; Cocos Nucifera (Coconut) Oil; Tocopheryl Acetate; Sclerocarya Birrea Seed Oil; Fragrance (Parfum); Benzyl Benzoate; Coumarin; Limonene Directions Apply a small amount into palms and smooth through damp or dry hair, distributing evenly. Style as desired. Uses Palmers Coconut Oil Formula Shine Serum Hair Polisher combines a shine enhancing blend of pure coconut oil and marula oil to transform dry, frizzy hair into glossy, polished perfection. Repairs dry, damaged hair. Adds brilliance and shine. Nourishes, detangles and polishes. Non-greasy, alcohol free formula. Palmers is against animal testing.",https://i5.walmartimages.com/asr/2322b6cb-cfca-42e4-aecb-aa0c4cc5964d_1.a571f93cff118660f09389595eb42d61.jpeg,0.0,0.0
"Schwarzkopf Color Ultime Permanent Hair Color Cream, 4.1 Rich Brown",color ULTÎME,Beauty > Beauty Holiday Gifts > Hair Care Holiday Deals & Gift Guide > Hair Care Consumables Holiday Gift Guide,"Experience sublime care for your hair formulated with Intensive Care Elixir with pearl essence. For shiny hair luxuriously soft to touch, Schwarzkopf hair dye available in vibrant colors in these high definition shades: Deep Brunettes, Iconic Blondes, Luminous Blacks, Flaming Reds, and Glowing Coppers. INTENSE COLOR: The breakthrough formula of Color Ultime hair colorations provide vivid color intensity and premium performance for noticeably brilliant color results. FADE RESISTANT: The advanced, premium formula of Color Ultime hair dye defies fading for lasting vibrancy for up to 10 weeks! SHINE LIKE A DIAMOND: Color Ultime hair colorations provide lasting, incredible shine that is sure to stop the show! IN THE BOX: 1 tube color cream, 1 application bottle with developer lotion, 1 tube conditioning treatment, 1 pair of gloves, and 1 instruction leaflet If your hair is longer than shoulder length, we recommend using 2 boxes of Color Ultime hair dye for the application.",https://i5.walmartimages.com/asr/a8e8db1f-e1e5-4399-8b1a-c7d1974dcbff_2.21bf82c7cd1f4ae04cda1997d2f873a2.jpeg | https://i5.walmartimages.com/asr/94fac657-e333-448d-adc2-5893c46f2bbe_1.06a5ade5a1fa2c66469dd4a1d16d8749.jpeg | https://i5.walmartimages.com/asr/122b9470-5d7e-4a24-95b0-8482c38215c4_8.896c9ea65e69e3668586999478ef9914.jpeg,4.1,741.0
